1/28_gc1 (Time),1/28_gc1 (Lp/Rp),3/10_gc1-1 (Time),3/10_gc1-1 (Lp/Rp),3/10_gc1-2 (Time),3/10_gc1-2 (Lp/Rp),3/10_gc1-3 (Time),3/10_gc1-3 (Lp/Rp),3/10_gc2-1 (Time),3/10_gc2-1 (Lp/Rp),3/10_gc2-2 (Time),3/10_gc2-2 (Lp/Rp),3/10_gc2-3 (Time),3/10_gc2-3 (Lp/Rp),7/7_gc1(Time),7/7_gc1(Lp/Rp),7/28_gc1-1(Time),7/28_gc1-1(Lp/Rp),7/28_gc1-2(Time),7/28_gc1-2(Lp/Rp),7/28_gc1-3(Time),7/28_gc1-3(Lp/Rp),8/4_gc1(Time),8/4_gc1(Lp/Rp),8/5_gc1(Time),8/5_gc1(Lp/Rp),8/6_gc1(Time),8/6_gc1(Lp/Rp)
,,,,,,,,,,,,,,275,2.386302623,,,,,,,,,,,,
,,,,,,,,,,,,,,276,2.386302623,,,,,,,,,,,,
,,,,,,,,,,,,,,277,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,278,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,279,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,280,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,281,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,282,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,283,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,284,2.386302623,,,,,,,,,,,,
,,,,,,,,,,,,,,285,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,286,2.386302623,,,,,,,,,,,,
,,,,,,,,,,,,,,287,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,288,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,289,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,290,2.386302623,,,,,,,,,,,,
,,,,,,,,,,,,,,291,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,292,2.684590451,,,,,,,,,,,,
,,,,,,,,,,,,,,293,2.684590451,,,,,,,,,,,,
,,,,,,,,,,,,,,294,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,295,2.286873347,,,,,,,,,,,,
,,,,,,,,,,,,,,296,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,297,2.386302623,,,,,,,,,,,,
,,,,,,,,,,,,,,298,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,299,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,300,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,301,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,302,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,303,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,304,2.386302623,,,,,,,,,,,,
,,,,,,,,,,,,,,305,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,306,2.386302623,,,,,,,,,,,,
,,,,,,,,,,,,,,307,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,308,2.386302623,,,,,,,,,,,,
,,,,,,,,,,,,,,309,2.386302623,,,,,,,,,,,,
,,,,,,,,,,,,,,310,2.386302623,,,,,,,,,,,,
,,,,,,,,,,,,,,311,2.684590451,,,,,,,,,,,,
,,,,,,,,,,,,,,312,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,313,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,314,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,315,2.386302623,,,,,,,,,,,,
,,,,,,,,,,,,,,316,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,317,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,318,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,319,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,320,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,321,2.386302623,,,,,,,,,,,,
,,,,,,,,,,,,,,322,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,323,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,324,2.386302623,,,,,,,,,,,,
,,,,,,,,,,,,,,325,2.684590451,,,,,,,,,,,,
,,,,,,,,,,,,,,326,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,327,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,328,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,329,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,330,2.386302623,,,,,,,,,,,,
,,,,,,,,,,,,,,331,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,332,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,333,2.386302623,,,,,,,,,,,,
,,,,,,,,,,,,,,334,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,335,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,336,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,337,2.386302623,,,,,,,,,,,,
,,,,,,,,,,,,,,338,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,339,2.386302623,,,,,,,,,,,,
,,,,,,,,,,,,,,340,2.386302623,,,,,,,,,,,,
,,,,,,,,,,,,,,341,2.386302623,,,,,,,,,,,,
,,,,,,,,,,,,,,342,2.684590451,,,,,,,,,,,,
,,,,,,,,,,,,,,343,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,344,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,345,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,346,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,347,2.386302623,,,,,,,,,,,,
,,,,,,,,,,,,,,348,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,349,2.386302623,,,,,,,,,,,,
,,,,,,,,,,,,,,350,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,351,2.386302623,,,,,,,,,,,,
,,,,,,,,,,,,,,352,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,353,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,354,2.386302623,,,,,,,,,,,,
,,,,,,,,,,,,,,355,2.386302623,,,,,,,,,,,,
,,,,,,,,,,,,,,356,2.386302623,,,,,,,,,,,,
,,,,,,,,,,,,,,357,2.386302623,,,,,,,,,,,,
,,,,,,,,,,,,,,358,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,359,2.386302623,,,,,,,,,,,,
,,,,,,,,,,,,,,360,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,361,2.386302623,,,,,,,,,,,,
,,,,,,,,,,,,,,362,2.386302623,,,,,,,,,,,,
,,,,,,,,,,,,,,363,2.386302623,,,,,,,,,,,,
,,,,,,,,,,,,,,364,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,365,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,366,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,367,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,368,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,369,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,370,2.386302623,,,,,,,,,,,,
,,,,,,,,,,,,,,371,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,372,2.286873347,,,,,,,,,,,,
,,,,,,,,,,,,,,373,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,374,2.286873347,,,,,,,,,,,,
,,,,,,,,,,,,,,375,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,376,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,377,2.684590451,,,,,,,,,,,,
,,,,,,,,,,,,,,378,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,379,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,380,2.386302623,,,,,,,,,,,,
,,,,,,,,,,,,,,381,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,382,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,383,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,384,2.684590451,,,,,,,,,,,,
,,,,,,,,,,,,,,385,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,386,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,387,2.684590451,,,,,,,,,,,,
,,,,,,,,,,,,,,388,2.386302623,,,,,,,,,,,,
,,,,,,,,,,,,,,389,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,390,2.684590451,,,,,,,,,,,,
,,,,,,,,,,,,,,391,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,392,2.684590451,,,,,,,,,,,,
,,,,,,,,,,,,,,393,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,394,2.684590451,,,,,,,,,,,,
,,,,,,,,,,,,,,395,2.684590451,,,,,,,,,,,,
,,,,,,,,,,,,,,396,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,397,2.684590451,,,,,,,,,,,,
,,,,,,,,,,,,,,398,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,399,2.784019727,,,,,,,,,,,,
,,,,,,,,,,,,,,400,2.684590451,,,,,,,,,,,,
,,,,,,,,,,,,,,401,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,402,2.684590451,,,,,,,,,,,,
,,,,,,,,,,,,,,403,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,404,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,405,2.784019727,,,,,,,,,,,,
,,,,,,,,,,,,,,406,2.784019727,,,,,,,,,,,,
,,,,,,,,,,,,,,407,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,408,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,409,2.684590451,,,,,,,,,,,,
,,,,,,,,,,,,,,410,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,411,2.286873347,,,,,,,,,,,,
,,,,,,,,,,,,,,412,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,413,2.386302623,,,,,,,,,,,,
,,,,,,,,,,,,,,414,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,415,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,416,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,417,2.684590451,,,,,,,,,,,,
,,,,,,,,,,,,,,418,2.684590451,,,,,,,,,,,,
,,,,,,,,,,,,,,419,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,420,2.784019727,,,,,,,,,,,,
,,,,,,,,,,,,,,421,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,422,2.684590451,,,,,,,,,,,,
,,,,,,,,,,,,,,423,2.784019727,,,,,,,,,,,,
,,,,,,,,,,,,,,424,2.684590451,,,,,,,,,,,,
,,,,,,,,,,,,,,425,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,426,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,427,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,428,2.784019727,,,,,,,,,,,,
,,,,,,,,,,,,,,429,2.684590451,,,,,,,,,,,,
,,,,,,,,,,,,,,430,2.684590451,,,,,,,,,,,,
,,,,,,,,,,,,,,431,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,432,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,433,2.784019727,,,,,,,,,,,,
,,,,,,,,,,,,,,434,2.684590451,,,,,,,,,,,,
,,,,,,,,,,,,,,435,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,436,2.784019727,,,,,,,,,,,,
,,,,,,,,,,,,,,437,2.684590451,,,,,,,,,,,,
,,,,,,,,,,,,,,438,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,439,2.684590451,,,,,,,,,,,,
,,,,,,,,,,,,,,440,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,441,2.684590451,,,,,,,,,,,,
,,,,,,,,,,,,,,442,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,443,2.784019727,,,,,,,,,,,,
,,,,,,,,,,,,,,444,2.485731899,,,,,,,,,,,,
,,,,,,,,,,,,,,445,2.784019727,,,,,,,,,,,,
,,,,,,,,,,,,,,446,2.585161175,,,,,,,,,,,,
,,,,,,,,,,,,,,447,2.684590451,,,,,,,,,,,,
,,,,,,,,,,,,,,448,2.883449003,,,,,,,,,,,,
,,,,,,,,,,,,,,449,2.684590451,,,,,,,,,,,,
,,,,,,,,,,,,,,450,2.684590451,,,,,,,,,,,,
,,,,,,,,,,,,,,451,2.784019727,,,,,,,,,,,,
,,,,,,,,,,,,,,452,2.982878279,,,,,,,,,,,,
,,,,,,,,,,,,,,453,2.684590451,,,,,,,,,,,,
,,,,,,,,,,,,,,454,2.784019727,,,,,,,,,,,,
,,,,,,,,,,,,,,455,2.982878279,,,,,,,,,,,,
,,,,,,,,,,,,,,456,2.784019727,,,,,,,,,,,,
,,,,,,,,,,,,,,457,2.684590451,,,,,,,,,,,,
,,,,,,,,,,,,,,458,2.883449003,,,,,,,,,,,,
,,,,,,,,,,,,,,459,2.883449003,,,,,,,,,,,,
,,,,,,,,,,,,,,460,2.684590451,,,,,,,,,,,,
,,,,,,,,,,,,,,461,2.684590451,,,,,,,,,,,,
,,,,,,,,,,,,,,462,2.784019727,,,,,,,,,,,,
,,,,,,,,,,,,,,463,2.883449003,,,,,,,,,,,,
,,,,,,,,,,,,,,464,2.982878279,,,,,,,,,,,,
,,,,,,,,,,,,,,465,2.784019727,,,,,,,,,,,,
,,,,,,,,,,,,,,466,2.883449003,,,,,,,,,,,,
,,,,,,,,,,,,,,467,2.883449003,,,,,,,,,,,,
,,,,,,,,,,,,,,468,2.784019727,,,,,,,,,,,,
,,,,,,,,,,,,,,469,2.982878279,,,,,,,,,,,,
,,,,,,,,,,,,,,470,2.684590451,,,,,,,,,,,,
,,,,,,,,,,,,,,471,2.684590451,,,,,,,,,,,,
,,,,,,,,,,,,,,472,2.883449003,,,,,,,,,,,,
,,,,,,,,,,,,,,473,2.684590451,,,,,,,,,,,,
,,,,,,,,,,,,,,474,2.684590451,,,,,,,,,,,,
,,,,,,,,,,,,,,475,2.883449003,,,,,,,,,,,,
,,,,,,,,,,,,,,476,2.684590451,,,,,,,,,,,,
,,,,,,,,,,,,,,477,2.784019727,,,,,,,,,,,,
,,,,,,,,,,,,,,478,2.784019727,,,,,,,,,,,,
,,,,,,,,,,,,,,479,2.883449003,,,,,,,,,,,,
,,,,,,,,,,,,,,480,2.883449003,,,,,,,,,,,,
,,,,,,,,,,,,,,481,2.784019727,,,,,,,,,,,,
,,,,,,,,,,,,,,482,2.883449003,,,,,,,,,,,,
,,,,,,,,,,,,,,483,2.883449003,,,,,,,,,,,,
,,,,,,,,,,,,,,484,2.883449003,,,,,,,,,,,,
,,,,,,,,,,,,,,485,2.784019727,,,,,,,,,,,,
,,,,,,,,,,,,,,486,2.883449003,,,,,,,,,,,,
,,,,,,,,,,,,,,487,2.784019727,,,,,,,,,,,,
,,,,,,,,,,,,,,488,2.883449003,,,,,,,,,,,,
,,,,,,,,,,,,,,489,2.883449003,,,,,,,,,,,,
,,,,,,,,,,,,,,490,2.883449003,,,,,,,,,,,,
,,,,,,,,,,,,,,491,2.784019727,,,,,,,,,,,,
,,,,,,,,,,,,,,492,2.982878279,,,,,,,,,,,,
,,,,,,,,,,,,,,493,2.883449003,,,,,,,,,,,,
,,,,,,,,,,,,,,494,2.784019727,,,,,,,,,,,,
,,,,,,,,,,,,,,495,2.784019727,,,,,,,,,,,,
,,,,,,,,,,,,,,496,2.883449003,,,,,,,,,,,,
,,,,,,,,,,,,,,497,2.883449003,,,,,,,,,,,,
,,,,,,,,,,,,,,498,2.982878279,,,,,,,,,,,,
,,,,,,,,,,,,,,499,2.982878279,,,,,,,,,,,,
,,,,,,,,,,,,,,500,3.082307555,,,,,,,,,,,,
