1/27_dfc1 (Time),1/27_dfc1 (Lp/Rp),3_9_dfc1-1 (Time),3_9_dfc1-1 (Lp/Rp),3_9_dfc1-2 (Time),3_9_dfc1-2 (Lp/Rp),3_10_dfc1-2 (Time),3_10_dfc1-2 (Lp/Rp),3_10_dfc1-2 (Time),3_10_dfc1-2 (Lp/Rp),3_5_dfc2-1 (Time),3_5_dfc2-1 (Lp/Rp),3_5_dfc2-2(Time),3_5_dfc2-2 (Lp/Rp),7/6_dfc3 (Time),7/6_dfc3 (Lp/Rp),7/6_dfc4 (Time),7/6_dfc4(Lp/Rp),7/20_dfc1 (Time),7/20_dfc1 (Lp/Rp),7/21_dfc1 (Time),7/21_dfc1 (Lp/Rp),8/5_dfc1 (Time),8/5_dfc1 (Lp/Rp),8/6_dfc1 (Time),8/6_dfc1 (Lp/Rp)
218,5.523848664,218,13.03628285,218,9.280065756,218,16.35059205,218,16.79249994,218,11.33493746,218,12.13037167,109,6.550634651,109,5.614829701,109,17.18706056,109,7.954342076,218,11.33493746,218,13.67152544
220,5.302894718,220,13.03628285,220,8.838157863,220,16.35059205,220,16.79249994,220,11.33493746,220,11.93151311,110,6.550634651,110,5.73180532,110,17.04501874,110,7.954342076,220,11.33493746,220,14.04438523
222,5.413371691,222,12.8153289,222,9.059111809,222,16.57154599,222,16.57154599,222,11.33493746,222,12.13037167,111,6.66761027,111,5.497854082,111,17.18706056,111,8.120057536,222,11.33493746,222,13.92009863
224,5.523848664,224,13.25723679,224,9.059111809,224,16.57154599,224,16.57154599,224,11.33493746,224,12.13037167,112,6.784585889,112,5.380878464,112,16.90297691,112,8.120057536,224,11.33493746,224,14.16867182
226,5.413371691,226,13.25723679,226,8.838157863,226,16.79249994,226,16.57154599,226,11.33493746,226,12.13037167,113,6.66761027,113,5.380878464,113,16.90297691,113,8.120057536,226,11.33493746,226,14.29295842
228,5.302894718,228,13.03628285,228,9.280065756,228,16.79249994,228,16.79249994,228,11.33493746,228,12.32923022,114,6.784585889,114,5.614829701,114,16.90297691,114,8.285772996,228,11.33493746,228,14.16867182
230,5.634325638,230,13.25723679,230,8.838157863,230,16.79249994,230,16.57154599,230,11.33493746,230,12.13037167,115,6.784585889,115,5.380878464,115,17.18706056,115,8.120057536,230,11.13607891,230,14.41724501
232,5.523848664,232,13.47819074,232,9.501019702,232,16.79249994,232,16.57154599,232,11.33493746,232,12.13037167,116,6.784585889,116,5.614829701,116,17.18706056,116,8.120057536,232,11.13607891,232,14.16867182
234,5.523848664,234,13.47819074,234,8.838157863,234,16.79249994,234,16.79249994,234,11.33493746,234,12.13037167,117,6.784585889,117,5.497854082,117,17.18706056,117,8.285772996,234,11.33493746,234,14.41724501
236,5.523848664,236,13.25723679,236,9.280065756,236,17.01345389,236,16.79249994,236,11.33493746,236,12.32923022,118,6.901561508,118,5.614829701,118,17.18706056,118,8.285772996,236,11.13607891,236,14.29295842
238,5.523848664,238,13.25723679,238,9.059111809,238,16.79249994,238,17.01345389,238,11.33493746,238,12.13037167,119,6.784585889,119,5.614829701,119,17.04501874,119,8.451488456,238,11.13607891,238,14.29295842
240,5.634325638,240,13.47819074,240,9.059111809,240,17.01345389,240,17.01345389,240,11.53379601,240,12.32923022,120,6.66761027,120,5.614829701,120,16.90297691,120,7.954342076,240,11.53379601,240,14.04438523
242,5.634325638,242,13.03628285,242,9.280065756,242,16.79249994,242,17.01345389,242,11.13607891,242,11.73265456,121,6.66761027,121,5.497854082,121,17.04501874,121,8.285772996,242,10.7383618,242,14.29295842
244,5.634325638,244,13.03628285,244,9.280065756,244,16.57154599,244,17.01345389,244,11.33493746,244,11.93151311,122,6.66761027,122,5.73180532,122,17.32910238,122,8.285772996,244,11.53379601,244,14.29295842
246,5.302894718,246,12.8153289,246,8.838157863,246,16.79249994,246,17.01345389,246,11.33493746,246,12.13037167,123,6.784585889,123,5.614829701,123,17.04501874,123,8.120057536,246,11.13607891,246,14.29295842
248,5.413371691,248,13.03628285,248,9.059111809,248,17.23440783,248,17.23440783,248,11.33493746,248,12.32923022,124,6.901561508,124,5.614829701,124,17.04501874,124,8.451488456,248,11.13607891,248,14.6658182
250,5.413371691,250,13.03628285,250,9.059111809,250,16.79249994,250,17.01345389,250,11.33493746,250,12.13037167,125,6.784585889,125,5.73180532,125,17.18706056,125,8.120057536,250,11.13607891,250,14.54153161
252,5.634325638,252,12.8153289,252,9.059111809,252,17.01345389,252,17.01345389,252,11.33493746,252,12.13037167,126,6.784585889,126,5.73180532,126,17.61318603,126,8.120057536,252,11.33493746,252,14.7901048
254,5.413371691,254,13.47819074,254,9.280065756,254,17.01345389,254,17.23440783,254,11.33493746,254,11.93151311,127,6.784585889,127,5.497854082,127,17.32910238,127,8.120057536,254,10.7383618,254,14.29295842
256,5.302894718,256,13.47819074,256,9.280065756,256,17.23440783,256,17.01345389,256,11.33493746,256,11.93151311,128,6.66761027,128,5.614829701,128,17.32910238,128,7.788626617,256,11.13607891,256,14.54153161
258,5.413371691,258,13.25723679,258,9.280065756,258,17.23440783,258,17.23440783,258,11.33493746,258,11.93151311,129,6.784585889,129,5.848780939,129,17.32910238,129,8.120057536,258,10.3406447,258,14.6658182
260,5.302894718,260,13.69914469,260,9.280065756,260,17.23440783,260,17.23440783,260,11.33493746,260,12.32923022,130,6.784585889,130,5.73180532,130,17.18706056,130,7.954342076,260,11.33493746,260,14.29295842
262,5.523848664,262,13.03628285,262,8.838157863,262,17.23440783,262,17.23440783,262,11.53379601,262,12.13037167,131,6.901561508,131,5.965756557,131,17.18706056,131,8.285772996,262,10.7383618,262,14.6658182
264,5.192417744,264,13.25723679,264,9.059111809,264,17.23440783,264,17.23440783,264,11.53379601,264,11.93151311,132,6.66761027,132,5.848780939,132,17.32910238,132,8.120057536,264,10.93722036,264,14.7901048
266,5.523848664,266,13.03628285,266,9.280065756,266,17.01345389,266,17.45536178,266,11.33493746,266,12.13037167,133,6.66761027,133,5.848780939,133,17.32910238,133,8.120057536,266,10.7383618,266,15.16296458
268,5.523848664,268,13.25723679,268,9.280065756,268,17.23440783,268,17.01345389,268,11.33493746,268,12.32923022,134,6.784585889,134,5.848780939,134,17.18706056,134,8.120057536,268,11.13607891,268,14.6658182
270,5.413371691,270,13.69914469,270,9.059111809,270,17.01345389,270,17.23440783,270,11.33493746,270,12.13037167,135,6.901561508,135,5.848780939,135,17.18706056,135,8.285772996,270,10.93722036,270,14.91439139
272,5.413371691,272,13.25723679,272,9.280065756,272,17.01345389,272,17.45536178,272,11.33493746,272,12.13037167,136,6.66761027,136,5.965756557,136,17.32910238,136,8.285772996,272,11.33493746,272,15.03867799
274,5.523848664,274,13.47819074,274,9.059111809,274,17.01345389,274,17.45536178,274,11.33493746,274,12.13037167,137,6.901561508,137,5.848780939,137,17.4711442,137,8.285772996,274,11.33493746,274,14.7901048
276,5.413371691,276,13.47819074,276,9.280065756,276,17.23440783,276,17.23440783,276,11.53379601,276,12.13037167,138,6.784585889,138,5.73180532,138,17.4711442,138,8.285772996,276,10.7383618,276,14.6658182
278,5.413371691,278,13.69914469,278,9.280065756,278,17.01345389,278,17.23440783,278,11.33493746,278,12.13037167,139,6.784585889,139,5.965756557,139,17.32910238,139,8.451488456,278,11.13607891,278,15.16296458
280,5.302894718,280,13.47819074,280,9.280065756,280,17.23440783,280,17.45536178,280,11.33493746,280,12.13037167,140,6.784585889,140,5.848780939,140,17.18706056,140,8.120057536,280,10.93722036,280,15.03867799
282,5.413371691,282,13.47819074,282,9.501019702,282,17.23440783,282,17.45536178,282,11.53379601,282,12.13037167,141,6.901561508,141,6.082732176,141,17.18706056,141,8.285772996,282,11.13607891,282,15.03867799
284,5.523848664,284,13.69914469,284,9.280065756,284,17.01345389,284,17.45536178,284,11.53379601,284,11.93151311,142,6.66761027,142,5.965756557,142,17.32910238,142,8.451488456,284,11.13607891,284,15.28725118
286,5.413371691,286,13.47819074,286,9.280065756,286,17.01345389,286,17.45536178,286,11.53379601,286,12.13037167,143,6.784585889,143,5.848780939,143,17.4711442,143,8.451488456,286,11.13607891,286,15.41153777
288,5.413371691,288,13.92009863,288,9.501019702,288,17.45536178,288,17.45536178,288,11.53379601,288,12.13037167,144,6.66761027,144,5.965756557,144,17.32910238,144,8.451488456,288,10.93722036,288,15.28725118
290,5.302894718,290,13.92009863,290,9.280065756,290,17.23440783,290,17.45536178,290,11.33493746,290,12.13037167,145,6.784585889,145,5.965756557,145,17.32910238,145,8.120057536,290,10.93722036,290,15.16296458
292,5.523848664,292,13.47819074,292,9.280065756,292,17.23440783,292,17.45536178,292,11.53379601,292,12.13037167,146,6.901561508,146,5.848780939,146,17.18706056,146,8.451488456,292,10.93722036,292,15.41153777
294,5.413371691,294,13.92009863,294,8.838157863,294,17.23440783,294,17.45536178,294,11.53379601,294,12.13037167,147,6.784585889,147,5.848780939,147,17.32910238,147,8.285772996,294,11.33493746,294,15.41153777
296,5.413371691,296,13.47819074,296,9.501019702,296,17.45536178,296,17.67631573,296,11.53379601,296,12.13037167,148,6.784585889,148,5.965756557,148,17.18706056,148,8.285772996,296,10.53950325,296,15.28725118
298,5.413371691,298,13.47819074,298,9.280065756,298,17.45536178,298,17.45536178,298,11.53379601,298,12.13037167,149,6.901561508,149,6.082732176,149,17.18706056,149,8.617203916,298,11.13607891,298,15.53582437
300,5.413371691,300,13.47819074,300,9.280065756,300,17.23440783,300,17.67631573,300,11.33493746,300,12.13037167,150,6.784585889,150,6.082732176,150,17.32910238,150,8.120057536,300,11.33493746,300,15.66011096
302,5.634325638,302,13.92009863,302,9.280065756,302,17.45536178,302,17.45536178,302,11.33493746,302,12.32923022,151,6.784585889,151,6.199707795,151,17.32910238,151,8.451488456,302,9.942927596,302,15.66011096
304,5.413371691,304,13.69914469,304,9.280065756,304,17.45536178,304,17.45536178,304,11.33493746,304,11.73265456,152,6.901561508,152,5.965756557,152,17.32910238,152,8.451488456,304,10.93722036,304,15.41153777
306,5.413371691,306,13.69914469,306,9.721973649,306,17.45536178,306,17.67631573,306,11.53379601,306,12.13037167,153,6.784585889,153,6.316683414,153,17.4711442,153,8.285772996,306,10.93722036,306,15.66011096
308,5.192417744,308,13.69914469,308,9.501019702,308,17.67631573,308,17.67631573,308,11.53379601,308,12.13037167,154,6.784585889,154,6.316683414,154,17.4711442,154,8.451488456,308,10.7383618,308,15.53582437
310,5.413371691,310,13.69914469,310,9.059111809,310,17.45536178,310,17.45536178,310,11.33493746,310,12.13037167,155,6.901561508,155,6.199707795,155,17.4711442,155,8.285772996,310,10.7383618,310,15.66011096
312,5.523848664,312,13.69914469,312,9.942927596,312,17.45536178,312,17.45536178,312,11.53379601,312,11.93151311,156,6.784585889,156,6.082732176,156,17.4711442,156,8.285772996,312,11.33493746,312,15.78439756
314,5.413371691,314,13.69914469,314,9.501019702,314,17.67631573,314,17.67631573,314,11.33493746,314,12.32923022,157,6.784585889,157,6.316683414,157,17.32910238,157,8.451488456,314,10.93722036,314,15.78439756
316,5.302894718,316,13.92009863,316,9.280065756,316,17.45536178,316,17.45536178,316,11.13607891,316,12.32923022,158,6.901561508,158,6.082732176,158,17.61318603,158,8.285772996,316,10.93722036,316,15.53582437
318,5.413371691,318,13.69914469,318,9.501019702,318,17.67631573,318,17.67631573,318,11.53379601,318,12.13037167,159,7.018537126,159,5.965756557,159,17.4711442,159,8.451488456,318,10.93722036,318,15.41153777
320,5.413371691,320,13.69914469,320,9.501019702,320,17.67631573,320,17.45536178,320,11.33493746,320,11.93151311,160,7.018537126,160,6.199707795,160,17.32910238,160,8.120057536,320,10.7383618,320,16.03297075
322,5.523848664,322,13.69914469,322,9.280065756,322,17.67631573,322,17.67631573,322,11.73265456,322,12.13037167,161,6.901561508,161,6.082732176,161,17.32910238,161,8.451488456,322,11.13607891,322,15.66011096
324,5.413371691,324,13.92009863,324,9.501019702,324,17.89726967,324,17.67631573,324,11.33493746,324,11.73265456,162,6.901561508,162,6.082732176,162,17.4711442,162,8.451488456,324,11.13607891,324,16.15725734
326,5.413371691,326,13.69914469,326,9.721973649,326,17.89726967,326,17.67631573,326,11.33493746,326,12.32923022,163,6.901561508,163,6.316683414,163,17.32910238,163,8.285772996,326,11.13607891,326,15.90868415
328,5.192417744,328,13.69914469,328,9.501019702,328,17.89726967,328,17.67631573,328,11.53379601,328,12.13037167,164,6.901561508,164,6.199707795,164,17.4711442,164,8.451488456,328,10.93722036,328,15.90868415
330,5.192417744,330,13.92009863,330,9.942927596,330,17.89726967,330,17.67631573,330,11.53379601,330,12.13037167,165,6.901561508,165,6.082732176,165,17.61318603,165,8.451488456,330,10.7383618,330,15.90868415
332,5.413371691,332,13.69914469,332,9.721973649,332,17.89726967,332,17.45536178,332,11.53379601,332,12.32923022,166,6.784585889,166,6.082732176,166,17.4711442,166,8.617203916,332,11.33493746,332,16.03297075
334,5.413371691,334,13.92009863,334,9.501019702,334,17.89726967,334,17.67631573,334,11.53379601,334,12.32923022,167,7.018537126,167,6.199707795,167,17.4711442,167,8.617203916,334,11.13607891,334,16.15725734
336,5.523848664,336,14.14105258,336,9.721973649,336,18.11822362,336,17.67631573,336,11.33493746,336,11.93151311,168,6.901561508,168,6.433659032,168,17.4711442,168,8.285772996,336,11.33493746,336,16.03297075
338,5.413371691,338,13.92009863,338,9.721973649,338,17.67631573,338,17.67631573,338,11.53379601,338,12.13037167,169,7.018537126,169,6.316683414,169,17.61318603,169,8.782919376,338,10.93722036,338,16.03297075
340,5.523848664,340,13.92009863,340,9.721973649,340,17.89726967,340,17.89726967,340,11.53379601,340,12.32923022,170,7.018537126,170,6.199707795,170,17.61318603,170,8.451488456,340,11.33493746,340,16.03297075
342,5.413371691,342,13.92009863,342,9.721973649,342,17.89726967,342,17.89726967,342,11.53379601,342,12.13037167,171,6.901561508,171,6.199707795,171,17.4711442,171,8.617203916,342,10.93722036,342,16.28154394
344,5.302894718,344,13.69914469,344,9.942927596,344,18.11822362,344,17.67631573,344,11.53379601,344,12.32923022,172,6.901561508,172,6.082732176,172,17.61318603,172,8.451488456,344,11.13607891,344,16.15725734
346,5.413371691,346,13.92009863,346,9.942927596,346,18.11822362,346,17.67631573,346,11.53379601,346,11.73265456,173,7.018537126,173,6.433659032,173,17.4711442,173,8.451488456,346,10.7383618,346,15.78439756
348,5.302894718,348,13.92009863,348,9.942927596,348,17.89726967,348,17.67631573,348,11.53379601,348,12.13037167,174,7.018537126,174,6.199707795,174,17.61318603,174,8.948634836,348,10.7383618,348,16.40583053
350,5.523848664,350,13.47819074,350,9.501019702,350,18.11822362,350,17.89726967,350,11.33493746,350,12.32923022,175,6.901561508,175,6.199707795,175,17.75522785,175,8.617203916,350,11.13607891,350,16.40583053
352,5.413371691,352,13.47819074,352,9.942927596,352,18.11822362,352,17.89726967,352,11.33493746,352,12.32923022,176,7.018537126,176,6.433659032,176,17.61318603,176,8.617203916,352,10.93722036,352,16.40583053
354,5.634325638,354,13.69914469,354,9.280065756,354,18.11822362,354,17.89726967,354,11.53379601,354,11.93151311,177,7.018537126,177,6.316683414,177,17.61318603,177,8.782919376,354,11.13607891,354,16.40583053
356,5.413371691,356,13.92009863,356,9.721973649,356,18.11822362,356,17.89726967,356,11.33493746,356,12.13037167,178,6.901561508,178,6.433659032,178,17.89726967,178,8.451488456,356,10.93722036,356,16.28154394
358,5.413371691,358,13.92009863,358,9.721973649,358,18.11822362,358,17.67631573,358,11.53379601,358,12.32923022,179,7.018537126,179,6.550634651,179,17.75522785,179,8.617203916,358,10.93722036,358,16.15725734
360,5.302894718,360,13.92009863,360,9.721973649,360,17.89726967,360,17.67631573,360,11.33493746,360,12.32923022,180,7.018537126,180,6.316683414,180,17.75522785,180,8.451488456,360,10.93722036,360,16.65440372
362,5.302894718,362,13.92009863,362,9.721973649,362,18.11822362,362,17.67631573,362,11.53379601,362,12.32923022,181,7.018537126,181,6.199707795,181,17.61318603,181,8.782919376,362,10.7383618,362,16.40583053
364,5.413371691,364,13.92009863,364,9.721973649,364,18.33917757,364,17.67631573,364,11.53379601,364,12.32923022,182,6.901561508,182,6.316683414,182,17.89726967,182,8.782919376,364,10.93722036,364,16.28154394
366,5.302894718,366,13.47819074,366,9.942927596,366,18.11822362,366,17.89726967,366,11.73265456,366,12.32923022,183,7.018537126,183,6.316683414,183,17.75522785,183,8.617203916,366,10.7383618,366,16.65440372
368,5.302894718,368,13.92009863,368,9.501019702,368,18.56013151,368,17.45536178,368,11.53379601,368,12.32923022,184,6.901561508,184,6.550634651,184,17.89726967,184,8.948634836,368,10.93722036,368,16.40583053
370,5.192417744,370,13.69914469,370,9.501019702,370,18.56013151,370,17.89726967,370,11.53379601,370,12.32923022,185,6.901561508,185,6.550634651,185,18.03931149,185,8.782919376,370,11.13607891,370,16.65440372
372,5.192417744,372,13.69914469,372,9.721973649,372,18.56013151,372,17.89726967,372,11.53379601,372,12.32923022,186,7.018537126,186,6.433659032,186,17.75522785,186,8.617203916,372,11.33493746,372,16.53011713
374,5.523848664,374,12.8153289,374,9.501019702,374,18.33917757,374,17.89726967,374,11.53379601,374,12.32923022,187,6.901561508,187,6.433659032,187,17.75522785,187,8.782919376,374,11.13607891,374,16.90297691
376,5.413371691,376,13.92009863,376,9.501019702,376,18.56013151,376,18.11822362,376,11.53379601,376,12.32923022,188,6.901561508,188,6.550634651,188,17.75522785,188,8.451488456,376,11.13607891,376,16.65440372
378,5.302894718,378,13.92009863,378,9.721973649,378,18.33917757,378,17.89726967,378,11.53379601,378,12.32923022,189,6.901561508,189,6.66761027,189,17.75522785,189,8.617203916,378,11.33493746,378,16.90297691
380,5.523848664,380,13.92009863,380,9.942927596,380,18.56013151,380,17.67631573,380,11.73265456,380,12.32923022,190,7.018537126,190,6.433659032,190,17.89726967,190,8.617203916,380,10.93722036,380,16.77869032
382,5.302894718,382,13.69914469,382,9.721973649,382,18.56013151,382,17.89726967,382,11.53379601,382,12.13037167,191,6.901561508,191,6.433659032,191,17.61318603,191,8.617203916,382,11.33493746,382,16.90297691
384,5.302894718,384,13.92009863,384,9.942927596,384,18.33917757,384,17.89726967,384,11.53379601,384,12.32923022,192,7.018537126,192,6.784585889,192,17.89726967,192,8.782919376,384,10.7383618,384,17.1515501
386,5.413371691,386,14.14105258,386,9.721973649,386,18.56013151,386,17.89726967,386,11.53379601,386,12.13037167,193,6.784585889,193,6.550634651,193,17.75522785,193,8.782919376,386,11.13607891,386,17.1515501
388,5.413371691,388,13.92009863,388,9.721973649,388,18.56013151,388,17.89726967,388,11.53379601,388,12.32923022,194,7.018537126,194,6.901561508,194,17.89726967,194,8.782919376,388,10.93722036,388,17.02726351
390,5.523848664,390,14.14105258,390,9.942927596,390,18.56013151,390,17.89726967,390,11.53379601,390,12.13037167,195,7.018537126,195,6.66761027,195,17.89726967,195,8.617203916,390,10.53950325,390,17.2758367
392,5.302894718,392,13.92009863,392,9.942927596,392,18.56013151,392,18.11822362,392,11.73265456,392,12.13037167,196,7.018537126,196,6.66761027,196,17.75522785,196,8.782919376,392,10.93722036,392,17.2758367
394,5.634325638,394,14.36200653,394,9.280065756,394,18.56013151,394,18.11822362,394,11.73265456,394,12.13037167,197,7.018537126,197,6.66761027,197,17.75522785,197,8.782919376,394,11.33493746,394,17.1515501
396,5.523848664,396,14.80391442,396,9.501019702,396,18.56013151,396,18.11822362,396,11.93151311,396,12.32923022,198,6.784585889,198,6.433659032,198,17.75522785,198,8.782919376,396,10.7383618,396,16.90297691
398,5.523848664,398,14.36200653,398,9.721973649,398,18.78108546,398,17.89726967,398,11.73265456,398,12.32923022,199,6.901561508,199,6.66761027,199,17.61318603,199,8.782919376,398,11.13607891,398,17.1515501
400,5.523848664,400,14.36200653,400,9.501019702,400,18.78108546,400,17.89726967,400,11.73265456,400,11.73265456,200,7.018537126,200,6.550634651,200,17.75522785,200,8.782919376,400,10.93722036,400,17.40012329
,,402,13.92009863,402,9.942927596,402,18.78108546,402,17.89726967,402,11.73265456,402,12.13037167,201,7.018537126,201,6.784585889,201,17.89726967,201,8.782919376,402,10.93722036,402,17.2758367
,,404,14.14105258,404,9.721973649,404,18.78108546,404,18.11822362,404,11.53379601,404,11.93151311,202,7.018537126,202,6.784585889,202,17.89726967,202,8.948634836,404,11.13607891,404,17.40012329
,,406,14.36200653,406,9.501019702,406,18.78108546,406,18.11822362,406,11.53379601,406,12.13037167,203,7.018537126,203,6.901561508,203,17.75522785,203,8.617203916,406,11.13607891,406,17.40012329
,,408,14.14105258,408,9.721973649,408,18.78108546,408,18.11822362,408,11.73265456,408,12.13037167,204,7.018537126,204,6.66761027,204,17.75522785,204,8.948634836,408,10.7383618,408,17.52440989
,,410,14.36200653,410,9.942927596,410,18.56013151,410,17.89726967,410,11.73265456,410,12.32923022,205,6.901561508,205,6.66761027,205,17.89726967,205,8.782919376,410,11.13607891,410,17.52440989
,,412,14.14105258,412,9.721973649,412,18.56013151,412,18.11822362,412,11.93151311,412,12.13037167,206,7.018537126,206,6.901561508,206,17.89726967,206,8.617203916,412,10.7383618,412,17.52440989
,,414,14.14105258,414,9.501019702,414,18.78108546,414,18.11822362,414,11.73265456,414,11.93151311,207,6.784585889,207,6.901561508,207,17.89726967,207,9.114350296,414,11.13607891,414,17.64869648
,,416,14.14105258,416,9.501019702,416,18.78108546,416,18.11822362,416,11.73265456,416,12.13037167,208,7.018537126,208,7.018537126,208,17.75522785,208,8.782919376,416,11.13607891,416,17.64869648
,,418,14.14105258,418,9.721973649,418,18.78108546,418,18.11822362,418,11.73265456,418,11.93151311,209,7.018537126,209,6.66761027,209,17.75522785,209,8.948634836,418,11.13607891,418,17.64869648
,,420,13.92009863,420,9.721973649,420,18.78108546,420,18.11822362,420,11.73265456,420,12.32923022,210,7.135512745,210,6.784585889,210,18.03931149,210,8.948634836,420,11.13607891,420,17.64869648
,,422,14.58296047,422,9.721973649,422,19.22299335,422,18.11822362,422,11.53379601,422,12.13037167,211,7.018537126,211,7.018537126,211,17.75522785,211,8.948634836,422,11.53379601,422,17.52440989
,,424,13.92009863,424,9.501019702,424,19.0020394,424,17.89726967,424,11.73265456,424,11.93151311,212,6.901561508,212,6.901561508,212,17.89726967,212,8.948634836,424,10.93722036,424,17.77298308
,,426,13.92009863,426,9.721973649,426,18.78108546,426,17.89726967,426,11.73265456,426,12.32923022,213,7.018537126,213,6.784585889,213,17.89726967,213,8.948634836,426,11.33493746,426,17.77298308
,,428,14.36200653,428,9.942927596,428,18.78108546,428,18.11822362,428,11.93151311,428,12.52808877,214,7.018537126,214,6.901561508,214,17.89726967,214,8.948634836,428,11.53379601,428,17.89726967
,,430,13.92009863,430,10.16388154,430,18.78108546,430,18.11822362,430,11.73265456,430,12.32923022,215,7.018537126,215,6.784585889,215,17.89726967,215,9.280065756,430,11.13607891,430,17.77298308
,,432,14.36200653,432,10.16388154,432,18.78108546,432,18.33917757,432,11.53379601,432,12.52808877,216,7.135512745,216,6.784585889,216,17.75522785,216,9.114350296,432,11.53379601,432,17.77298308
,,434,14.14105258,434,9.942927596,434,19.0020394,434,18.33917757,434,11.73265456,434,12.32923022,217,6.901561508,217,6.784585889,217,17.89726967,217,8.948634836,434,11.33493746,434,18.02155627
,,436,13.92009863,436,9.721973649,436,18.78108546,436,18.11822362,436,11.73265456,436,12.32923022,218,7.018537126,218,6.550634651,218,17.89726967,218,9.114350296,436,11.53379601,436,17.77298308
,,438,14.36200653,438,9.721973649,438,18.78108546,438,18.11822362,438,11.73265456,438,12.52808877,219,6.901561508,219,7.018537126,219,17.75522785,219,9.114350296,438,11.13607891,438,18.02155627
,,440,14.36200653,440,10.16388154,440,19.0020394,440,18.33917757,440,11.93151311,440,12.13037167,220,6.901561508,220,7.018537126,220,18.03931149,220,9.114350296,440,10.93722036,440,17.77298308
,,442,14.14105258,442,9.942927596,442,18.78108546,442,18.11822362,442,11.73265456,442,12.32923022,221,6.901561508,221,6.901561508,221,18.03931149,221,9.114350296,442,10.93722036,442,18.14584286
,,444,14.36200653,444,9.942927596,444,19.0020394,444,18.11822362,444,11.73265456,444,12.32923022,222,6.901561508,222,6.433659032,222,17.89726967,222,9.445781216,444,10.93722036,444,18.27012946
,,446,14.14105258,446,9.942927596,446,19.0020394,446,18.11822362,446,11.73265456,446,12.32923022,223,7.135512745,223,6.66761027,223,17.75522785,223,9.280065756,446,11.13607891,446,18.27012946
,,448,13.92009863,448,9.721973649,448,19.0020394,448,18.11822362,448,11.53379601,448,12.32923022,224,7.135512745,224,6.901561508,224,17.75522785,224,9.280065756,448,11.13607891,448,18.27012946
,,450,14.14105258,450,10.16388154,450,19.22299335,450,18.33917757,450,11.53379601,450,12.32923022,225,7.018537126,225,6.901561508,225,18.18135332,225,9.280065756,450,10.93722036,450,18.27012946
,,452,13.25723679,452,10.16388154,452,19.22299335,452,18.11822362,452,11.73265456,452,12.32923022,226,6.901561508,226,7.135512745,226,17.75522785,226,9.114350296,452,10.7383618,452,18.27012946
,,454,14.14105258,454,10.16388154,454,19.0020394,454,18.33917757,454,11.73265456,454,12.32923022,227,7.135512745,227,6.784585889,227,17.75522785,227,9.280065756,454,11.13607891,454,18.51870265
,,456,14.14105258,456,9.721973649,456,19.22299335,456,18.11822362,456,11.93151311,456,12.52808877,228,7.018537126,228,7.018537126,228,17.89726967,228,9.280065756,456,11.13607891,456,18.27012946
,,458,14.14105258,458,10.38483549,458,19.22299335,458,18.11822362,458,11.73265456,458,12.13037167,229,7.018537126,229,6.784585889,229,17.75522785,229,9.280065756,458,11.33493746,458,18.39441605
,,460,13.92009863,460,9.942927596,460,19.0020394,460,18.11822362,460,11.53379601,460,12.52808877,230,7.018537126,230,6.901561508,230,17.89726967,230,9.280065756,460,11.13607891,460,18.02155627
,,462,13.69914469,462,10.38483549,462,19.0020394,462,18.11822362,462,11.93151311,462,12.13037167,231,7.135512745,231,6.901561508,231,17.89726967,231,9.280065756,462,10.7383618,462,18.51870265
,,464,13.92009863,464,9.942927596,464,19.22299335,464,18.11822362,464,11.93151311,464,12.32923022,232,6.901561508,232,6.901561508,232,17.75522785,232,9.445781216,464,11.33493746,464,18.51870265
,,466,14.14105258,466,10.16388154,466,19.22299335,466,18.11822362,466,11.73265456,466,12.32923022,233,6.901561508,233,6.550634651,233,17.89726967,233,9.280065756,466,10.93722036,466,18.51870265
,,468,14.14105258,468,9.942927596,468,19.0020394,468,18.33917757,468,11.73265456,468,12.52808877,234,6.901561508,234,7.018537126,234,17.89726967,234,9.280065756,468,11.13607891,468,18.64298924
,,470,13.92009863,470,10.38483549,470,19.22299335,470,18.11822362,470,11.73265456,470,12.52808877,235,7.018537126,235,7.252488364,235,17.61318603,235,9.280065756,470,11.13607891,470,18.76727584
,,472,14.14105258,472,10.16388154,472,19.22299335,472,18.11822362,472,11.93151311,472,12.32923022,236,7.018537126,236,6.901561508,236,17.89726967,236,9.114350296,472,10.93722036,472,18.27012946
,,474,13.92009863,474,9.942927596,474,19.22299335,474,18.33917757,474,12.13037167,474,12.32923022,237,7.018537126,237,6.901561508,237,17.75522785,237,9.611496676,474,10.7383618,474,18.64298924
,,476,14.14105258,476,9.942927596,476,19.22299335,476,18.33917757,476,11.73265456,476,12.13037167,238,7.018537126,238,6.901561508,238,17.75522785,238,9.280065756,476,10.93722036,476,18.39441605
,,478,14.14105258,478,10.38483549,478,19.4439473,478,18.11822362,478,11.93151311,478,12.32923022,239,6.901561508,239,7.018537126,239,18.18135332,239,9.445781216,478,10.7383618,478,19.01584903
,,480,14.36200653,480,9.721973649,480,19.0020394,480,18.11822362,480,11.93151311,480,12.32923022,240,7.018537126,240,6.550634651,240,17.75522785,240,9.445781216,480,11.33493746,480,18.89156243
